n,one_over_n,product,GM,AM,AM_minus_GM,diameter,radius,circumference,half_walk,half_diameter,equal_arc,chord,apothem,central_angle_rad,spiral_arc,cross_ratio,log_n,is_fibonacci,two_cos_pi_over_n,marriage_gap
1806,0.0005537098560354374,1.0,1.0,903.0002768549281,902.0002768549281,1806.0,903.0,5673.716332383166,2836.858166191583,903.0,3.141592653589793,3.141591069197176,902.9986337760365,0.0034790616318823844,5123367.418938326,-1806.0,7.498869733976931,0,1.9999969740333035,0.38196298528340855
1807,0.0005534034311012728,1.0,1.0,903.5002767017155,902.5002767017155,1807.0,903.5,5676.857925036757,2838.4289625183783,903.5,3.141592653589793,3.141591070950307,903.4986345321091,0.003477136307238288,5129042.706067036,-1807.0,7.499423290592229,0,1.9999969773815365,0.3819629886316416
1808,0.0005530973451327434,1.0,1.0,904.0002765486726,903.0002765486726,1808.0,904.0,5679.999517690346,2839.999758845173,904.0,3.141592653589793,3.14159107270053,903.9986352873455,0.00347521311237809,5134721.1347884,-1808.0,7.4999765409521215,0,1.9999969807242155,0.3819629919743206
1809,0.000552791597567717,1.0,1.0,904.5002763957988,903.5002763957988,1809.0,904.5,5683.141110343936,2841.570555171968,904.5,3.141592653589793,3.1415910744478515,904.4986360417467,0.00347329204376981,5140402.705102417,-1809.0,7.500529485395295,0,1.9999969840613527,0.38196299531145783
1810,0.0005524861878453039,1.0,1.0,905.0002762430939,904.0002762430939,1810.0,905.0,5686.282702997525,2843.1413514987626,905.0,3.141592653589793,3.1415910761922774,904.9986367953145,0.003471373097889274,5146087.417009087,-1810.0,7.501082124259871,0,1.9999969873929602,0.38196299864306527
1811,0.0005521811154058532,1.0,1.0,905.5002760905577,904.5002760905577,1811.0,905.5,5689.424295651115,2844.7121478255576,905.5,3.141592653589793,3.141591077933814,905.4986375480499,0.0034694562712200916,5151775.270508411,-1811.0,7.501634457883413,0,1.9999969907190502,0.38196300196915534
1812,0.0005518763796909492,1.0,1.0,906.0002759381898,905.0002759381898,1812.0,906.0,5692.565888304705,2846.2829441523527,906.0,3.141592653589793,3.141591079672469,905.9986382999547,0.003467541560253635,5157466.26560039,-1812.0,7.502186486602924,0,1.999996994039635,0.38196300528974003
1813,0.0005515719801434088,1.0,1.0,906.5002757859901,905.5002757859901,1813.0,906.5,5695.707480958295,2847.8537404791473,906.5,3.141592653589793,3.141591081408247,906.4986390510298,0.003465628961489016,5163160.402285021,-1813.0,7.502738210754851,0,1.9999969973547267,0.3819630086048318
1814,0.0005512679162072767,1.0,1.0,907.0002756339582,906.0002756339582,1814.0,907.0,5698.849073611885,2849.4245368059424,907.0,3.141592653589793,3.1415910831411558,906.9986398012769,0.0034637184714330685,5168857.680562306,-1814.0,7.503289630675082,0,1.9999970006643373,0.3819630119144424
1815,0.0005509641873278236,1.0,1.0,907.5002754820937,906.5002754820937,1815.0,907.5,5701.990666265475,2850.9953331327374,907.5,3.141592653589793,3.1415910848712003,907.4986405506974,0.003461810086600323,5174558.100432245,-1815.0,7.503840746698951,0,1.9999970039684791,0.3819630152185842
1816,0.0005506607929515419,1.0,1.0,908.0002753303964,907.0002753303964,1816.0,908.0,5705.132258919064,2852.566129459532,908.0,3.141592653589793,3.1415910865983885,907.9986412992924,0.003459903803512988,5180261.661894837,-1816.0,7.504391559161238,0,1.999997007267164,0.3819630185172691
1817,0.000550357732526142,1.0,1.0,908.5002751788662,907.5002751788662,1817.0,908.5,5708.273851572654,2854.136925786327,908.5,3.141592653589793,3.1415910883227247,908.4986420470635,0.003457999618700928,5185968.364950083,-1817.0,7.504942068396171,0,1.999997010560404,0.381963021810509
1818,0.00055005500550055,1.0,1.0,909.0002750275028,908.0002750275028,1818.0,909.0,5711.415444226244,2855.707722113122,909.0,3.141592653589793,3.1415910900442174,908.998642794012,0.003456097528701643,5191678.2095979825,-1818.0,7.505492274737424,0,1.999997013848211,0.38196302509831614
1819,0.0005497526113249038,1.0,1.0,909.5002748763056,908.5002748763056,1819.0,909.5,5714.5570368798335,2857.2785184399168,909.5,3.141592653589793,3.1415910917628707,909.498643540139,0.0034541975300602453,5197391.195838535,-1819.0,7.506042178518122,0,1.9999970171305972,0.3819630283807023
1820,0.0005494505494505495,1.0,1.0,910.0002747252747,909.0002747252747,1820.0,910.0,5717.698629533424,2858.849314766712,910.0,3.141592653589793,3.1415910934786924,909.9986442854463,0.003452299619329443,5203107.323671742,-1820.0,7.506591780070841,0,1.9999970204075743,0.3819630316576794
1821,0.0005491488193300384,1.0,1.0,910.5002745744097,909.5002745744097,1821.0,910.5,5720.840222187013,2860.4201110935064,910.5,3.141592653589793,3.141591095191688,910.498645029935,0.0034504037930695145,5208826.593097602,-1821.0,7.507141079727608,0,1.9999970236791544,0.38196303492925954
1822,0.0005488474204171241,1.0,1.0,911.0002744237102,910.0002744237102,1822.0,911.0,5723.981814840603,2861.9909074203015,911.0,3.141592653589793,3.141591096901864,910.9986457736065,0.003448510047848291,5214549.004116116,-1822.0,7.507690077819904,0,1.999997026945349,0.3819630381954542
1823,0.0005485463521667581,1.0,1.0,911.500274273176,910.500274273176,1823.0,911.5,5727.123407494193,2863.5617037470965,911.5,3.141592653589793,3.141591098609226,911.4986465164621,0.0034466183802411335,5220274.556727284,-1823.0,7.508238774678663,0,1.9999970302061703,0.38196304145627535
1824,0.0005482456140350877,1.0,1.0,912.000274122807,911.000274122807,1824.0,912.0,5730.265000147782,2865.132500073891,912.0,3.141592653589793,3.1415911003137813,911.9986472585032,0.0034447287868309136,5226003.250931105,-1824.0,7.508787170634276,0,1.9999970334616297,0.3819630447117348
1825,0.000547945205479452,1.0,1.0,912.5002739726027,911.5002739726027,1825.0,912.5,5733.406592801372,2866.703296400686,912.5,3.141592653589793,3.1415911020155347,912.498647999731,0.0034428412642079926,5231735.086727579,-1825.0,7.509335266016592,0,1.9999970367117392,0.3819630479618443
1826,0.000547645125958379,1.0,1.0,913.000273822563,912.000273822563,1826.0,913.0,5736.548185454963,2868.2740927274813,913.0,3.141592653589793,3.141591103714493,912.998648740147,0.0034409558089702006,5237470.064116707,-1826.0,7.509883061154913,0,1.9999970399565103,0.38196305120661544
1827,0.0005473453749315818,1.0,1.0,913.5002736726875,912.5002736726875,1827.0,913.5,5739.689778108552,2869.844889054276,913.5,3.141592653589793,3.141591105410663,913.4986494797524,0.003439072417722817,5243208.183098489,-1827.0,7.510430556378006,0,1.999997043195955,0.38196305444606016
1828,0.0005470459518599562,1.0,1.0,914.0002735229759,913.0002735229759,1828.0,914.0,5742.831370762142,2871.415685381071,914.0,3.141592653589793,3.1415911071040497,913.9986502185487,0.0034371910870785484,5248949.443672924,-1828.0,7.510977752014095,0,1.9999970464300847,0.3819630576801898
1829,0.0005467468562055768,1.0,1.0,914.5002733734281,913.5002733734281,1829.0,914.5,5745.972963415732,2872.986481707866,914.5,3.141592653589793,3.1415911087946595,914.4986509565371,0.00343531181365751,5254693.845840014,-1829.0,7.511524648390866,0,1.999997049658911,0.3819630609090161
1830,0.000546448087431694,1.0,1.0,915.0002732240437,914.0002732240437,1830.0,915.0,5749.114556069321,2874.5572780346606,915.0,3.141592653589793,3.1415911104824987,914.9986516937189,0.0034334345940872056,5260441.389599756,-1830.0,7.512071245835466,0,1.9999970528824458,0.3819630641325509
1831,0.0005461496450027307,1.0,1.0,915.5002730748225,914.5002730748225,1831.0,915.5,5752.256148722911,2876.1280743614557,915.5,3.141592653589793,3.141591112167573,915.4986524300956,0.003431559425002505,5266192.074952152,-1831.0,7.5126175446745105,0,1.9999970561007003,0.38196306735080543
1832,0.0005458515283842794,1.0,1.0,916.0002729257642,915.0002729257642,1832.0,916.0,5755.397741376501,2877.6988706882503,916.0,3.141592653589793,3.141591113849889,915.9986531656683,0.003429686303045626,5271945.901897201,-1832.0,7.513163545234075,0,1.9999970593136862,0.3819630705637913
1833,0.0005455537370430987,1.0,1.0,916.5002727768685,915.5002727768685,1833.0,916.5,5758.539334030091,2879.2696670150453,916.5,3.141592653589793,3.141591115529452,916.4986539004385,0.0034278152248661134,5277702.870434905,-1833.0,7.513709247839705,0,1.9999970625214152,0.3819630737715203
1834,0.0005452562704471102,1.0,1.0,917.0002726281352,916.0002726281352,1834.0,917.0,5761.680926683681,2880.8404633418404,917.0,3.141592653589793,3.1415911172062687,916.9986546344073,0.0034259461871208215,5283462.980565262,-1834.0,7.51425465281641,0,1.9999970657238981,0.3819630769740032
1835,0.0005449591280653951,1.0,1.0,917.500272479564,916.500272479564,1835.0,917.5,5764.82251933727,2882.411259668635,917.5,3.141592653589793,3.1415911188803443,917.4986553675762,0.003424079186473889,5289226.232288272,-1835.0,7.51479976048867,0,1.999997068921147,0.38196308017125213
1836,0.0005446623093681918,1.0,1.0,918.0002723311546,917.0002723311546,1836.0,918.0,5767.96411199086,2883.98205599543,918.0,3.141592653589793,3.141591120551686,917.9986560999465,0.0034222142195967247,5294992.625603937,-1836.0,7.515344571180436,0,1.9999970721131732,0.38196308336327833
1837,0.0005443658138268917,1.0,1.0,918.5002721829069,917.5002721829069,1837.0,918.5,5771.10570464445,2885.552852322225,918.5,3.141592653589793,3.1415911222202983,918.4986568315194,0.0034203512831679837,5300762.160512254,-1837.0,7.515889085215125,0,1.9999970752999878,0.3819630865500929
1838,0.000544069640914037,1.0,1.0,919.0002720348205,918.0002720348205,1838.0,919.0,5774.2472972980395,2887.1236486490197,919.0,3.141592653589793,3.1415911238861884,918.9986575622962,0.0034184903738735508,5306534.837013225,-1838.0,7.516433302915632,0,1.9999970784816021,0.38196308973170723
1839,0.000543773790103317,1.0,1.0,919.500271886895,918.500271886895,1839.0,919.5,5777.38888995163,2888.694444975815,919.5,3.141592653589793,3.141591125549361,919.4986582922784,0.0034166314884065178,5312310.65510685,-1839.0,7.516977224604321,0,1.999997081658028,0.381963092908133
1840,0.0005434782608695652,1.0,1.0,920.0002717391304,919.0002717391304,1840.0,920.0,5780.53048260522,2890.26524130261,920.0,3.141592653589793,3.141591127209823,919.9986590214669,0.0034147746234671665,5318089.614793128,-1840.0,7.517520850603031,0,1.9999970848292759,0.38196309607938095
1841,0.0005431830526887561,1.0,1.0,920.5002715915264,919.5002715915264,1841.0,920.5,5783.672075258809,2891.8360376294045,920.5,3.141592653589793,3.1415911288675797,920.4986597498634,0.0034129197757629473,5323871.71607206,-1841.0,7.518064181233078,0,1.9999970879953577,0.3819630992454628
1842,0.0005428881650380022,1.0,1.0,921.0002714440825,920.0002714440825,1842.0,921.0,5786.813667912399,2893.4068339561995,921.0,3.141592653589793,3.1415911305226376,920.9986604774689,0.0034110669420084616,5329656.958943646,-1842.0,7.518607216815252,0,1.9999970911562843,0.3819631024063894
1843,0.0005425935973955507,1.0,1.0,921.5002712967987,920.5002712967987,1843.0,921.5,5789.955260565988,2894.977630282994,921.5,3.141592653589793,3.141591132175002,921.498661204285,0.0034092161189254403,5335445.343407885,-1843.0,7.519149957669823,0,1.9999970943120673,0.3819631055621724
1844,0.0005422993492407809,1.0,1.0,922.0002711496746,921.0002711496746,1844.0,922.0,5793.096853219578,2896.548426609789,922.0,3.141592653589793,3.1415911338246785,921.9986619303127,0.0034073673032427258,5341236.869464778,-1844.0,7.519692404116539,0,1.9999970974627173,0.38196310871282235
1845,0.0005420054200542005,1.0,1.0,922.5002710027101,921.5002710027101,1845.0,922.5,5796.2384458731685,2898.1192229365843,922.5,3.141592653589793,3.141591135471674,922.4986626555534,0.0034055204916962527,5347031.537114325,-1845.0,7.520234556474628,0,1.9999971006082458,0.38196311185835086
1846,0.0005417118093174431,1.0,1.0,923.0002708559047,922.0002708559047,1846.0,923.0,5799.380038526758,2899.690019263379,923.0,3.141592653589793,3.1415911371159932,922.9986633800083,0.0034036756810290284,5352829.346356524,-1846.0,7.520776415062797,0,1.9999971037486637,0.3819631149987688
1847,0.0005414185165132648,1.0,1.0,923.5002707092583,922.5002707092583,1847.0,923.5,5802.521631180348,2901.260815590174,923.5,3.141592653589793,3.1415911387576427,923.4986641036787,0.0034018328679911135,5358630.297191378,-1847.0,7.52131798019924,0,1.9999971068839821,0.38196311813408723
1848,0.0005411255411255411,1.0,1.0,924.0002705627705,923.0002705627705,1848.0,924.0,5805.663223833938,2902.831611916969,924.0,3.141592653589793,3.1415911403966272,923.998664826566,0.003399992049339603,5364434.389618885,-1848.0,7.521859252201629,0,1.9999971100142122,0.3819631212643173
1849,0.0005408328826392645,1.0,1.0,924.5002704164414,923.5002704164414,1849.0,924.5,5808.804816487527,2904.4024082437636,924.5,3.141592653589793,3.141591142032954,924.4986655486714,0.003398153221838608,5370241.623639046,-1849.0,7.522400231387125,0,1.9999971131393648,0.3819631243894699
1850,0.0005405405405405405,1.0,1.0,925.0002702702702,924.0002702702702,1850.0,925.0,5811.946409141117,2905.9732045705587,925.0,3.141592653589793,3.1415911436666275,924.9986662699961,0.003396316382259236,5376051.99925186,-1850.0,7.52294091807237,0,1.999997116259451,0.3819631275095561
1851,0.0005402485143165856,1.0,1.0,925.5002701242572,924.5002701242572,1851.0,925.5,5815.088001794707,2907.5440008973537,925.5,3.141592653589793,3.141591145297654,925.4986669905414,0.003394481527379571,5381865.516457329,-1851.0,7.523481312573497,0,1.9999971193744817,0.38196313062458676
1852,0.0005399568034557236,1.0,1.0,926.0002699784018,925.0002699784018,1852.0,926.0,5818.229594448297,2909.1147972241483,926.0,3.141592653589793,3.1415911469260394,925.9986677103085,0.003392648653984658,5387682.1752554495,-1852.0,7.524021415206125,0,1.9999971224844677,0.3819631337345728
1853,0.0005396654074473826,1.0,1.0,926.5002698327037,925.5002698327037,1853.0,926.5,5821.371187101887,2910.6855935509434,926.5,3.141592653589793,3.1415911485517887,926.4986684292988,0.003390817758866479,5393501.975646225,-1853.0,7.52456122628536,0,1.99999712558942,0.3819631368395251
1854,0.0005393743257820927,1.0,1.0,927.0002696871629,926.0002696871629,1854.0,927.0,5824.512779755476,2912.256389877738,927.0,3.141592653589793,3.1415911501749085,926.9986691475135,0.0033889888388239408,5399324.917629654,-1854.0,7.5251007461258,0,1.9999971286893496,0.38196313993945474
1855,0.0005390835579514825,1.0,1.0,927.500269541779,926.500269541779,1855.0,927.5,5827.654372409066,2913.827186204533,927.5,3.141592653589793,3.1415911517954034,927.4986698649539,0.0033871618906628495,5405151.001205736,-1855.0,7.5256399750415355,0,1.999997131784267,0.3819631430343722
1856,0.0005387931034482759,1.0,1.0,928.0002693965517,927.0002693965517,1856.0,928.0,5830.795965062656,2915.397982531328,928.0,3.141592653589793,3.1415911534132803,927.9986705816211,0.003385336911195898,5410980.226374472,-1856.0,7.526178913346146,0,1.9999971348741834,0.3819631461242885
1857,0.0005385029617662897,1.0,1.0,928.5002692514809,927.5002692514809,1857.0,928.5,5833.9375577162455,2916.9687788581227,928.5,3.141592653589793,3.1415911550285442,928.4986712975166,0.003383513897242642,5416812.593135861,-1857.0,7.526717561352706,0,1.9999971379591095,0.3819631492092146
1858,0.0005382131324004305,1.0,1.0,929.0002691065662,928.0002691065662,1858.0,929.0,5837.079150369836,2918.539575184918,929.0,3.141592653589793,3.1415911566412005,928.9986720126414,0.0033816928456294865,5422648.101489904,-1858.0,7.527255919373784,0,1.9999971410390556,0.38196315228916067
1859,0.0005379236148466917,1.0,1.0,929.5002689618075,928.5002689618075,1859.0,929.5,5840.220743023426,2920.110371511713,929.5,3.141592653589793,3.1415911582512552,929.4986727269967,0.0033798737531896645,5428486.7514366,-1859.0,7.527793987721444,0,1.9999971441140327,0.38196315536413783
1860,0.0005376344086021505,1.0,1.0,930.0002688172043,929.0002688172043,1860.0,930.0,5843.362335677015,2921.6811678385075,930.0,3.141592653589793,3.1415911598587134,929.998673440584,0.0033780566167632186,5434328.542975951,-1860.0,7.528331766707247,0,1.9999971471840516,0.38196315843415674
1861,0.0005373455131649651,1.0,1.0,930.5002686727565,929.5002686727565,1861.0,930.5,5846.503928330605,2923.2519641653025,930.5,3.141592653589793,3.141591161463581,930.4986741534044,0.0033762414331969834,5440173.476107955,-1861.0,7.528869256642251,0,1.999997150249123,0.38196316149922804
1862,0.0005370569280343716,1.0,1.0,931.0002685284641,930.0002685284641,1862.0,931.0,5849.645520984195,2924.8227604920976,931.0,3.141592653589793,3.1415911630658644,930.9986748654592,0.0033744281993445683,5446021.550832612,-1862.0,7.529406457837013,0,1.999997153309257,0.3819631645593622
1863,0.0005367686527106817,1.0,1.0,931.5002683843263,930.5002683843263,1863.0,931.5,5852.787113637784,2926.393556818892,931.5,3.141592653589793,3.1415911646655674,931.4986755767495,0.003372616912066337,5451872.767149923,-1863.0,7.529943370601589,0,1.999997156364465,0.38196316761457005
1864,0.000536480686695279,1.0,1.0,932.0002682403433,931.0002682403433,1864.0,932.0,5855.9287062913745,2927.9643531456873,932.0,3.141592653589793,3.141591166262697,931.9986762872768,0.003370807568229392,5457727.125059888,-1864.0,7.530479995245536,0,1.999997159414757,0.3819631706648621
1865,0.0005361930294906167,1.0,1.0,932.5002680965148,931.5002680965148,1865.0,932.5,5859.070298944964,2929.535149472482,932.5,3.141592653589793,3.141591167857258,932.4986769970419,0.0033690001647075528,5463584.624562506,-1865.0,7.5310163320779155,0,1.9999971624601436,0.3819631737102487
1866,0.0005359056806002144,1.0,1.0,933.0002679528403,932.0002679528403,1866.0,933.0,5862.211891598554,2931.105945799277,933.0,3.141592653589793,3.1415911694492564,932.9986777060464,0.003367194698381343,5469445.265657778,-1866.0,7.531552381407289,0,1.9999971655006352,0.3819631767507403
1867,0.0005356186395286556,1.0,1.0,933.5002678093198,932.5002678093198,1867.0,933.5,5865.353484252144,2932.676742126072,933.5,3.141592653589793,3.1415911710386966,933.4986784142914,0.003365391166137968,5475309.048345703,-1867.0,7.532088143541722,0,1.9999971685362428,0.38196317978634786
1868,0.0005353319057815846,1.0,1.0,934.000267665953,933.000267665953,1868.0,934.0,5868.495076905733,2934.2475384528666,934.0,3.141592653589793,3.1415911726255854,933.998679121778,0.0033635895648712988,5481175.972626282,-1868.0,7.532623618788788,0,1.9999971715669764,0.3819631828170815
1869,0.0005350454788657035,1.0,1.0,934.5002675227395,933.5002675227395,1869.0,934.5,5871.636669559323,2935.8183347796617,934.5,3.141592653589793,3.1415911742099274,934.4986798285076,0.0033617898914818545,5487046.038499515,-1869.0,7.533158807455563,0,1.9999971745928466,0.38196318584295175
1870,0.0005347593582887701,1.0,1.0,935.0002673796791,934.0002673796791,1870.0,935.0,5874.778262212913,2937.3891311064567,935.0,3.141592653589793,3.1415911757917288,934.9986805344813,0.003359992142876784,5492919.245965401,-1870.0,7.533693709848633,0,1.9999971776138639,0.38196318886396896
1871,0.0005344735435595938,1.0,1.0,935.5002672367718,934.5002672367718,1871.0,935.5,5877.919854866503,2938.9599274332513,935.5,3.141592653589793,3.1415911773709944,935.4986812397004,0.0033581963159698483,5498795.59502394,-1871.0,7.534228326274089,0,1.9999971806300383,0.3819631918801434
1872,0.0005341880341880342,1.0,1.0,936.0002670940171,935.0002670940171,1872.0,936.0,5881.061447520093,2940.5307237600464,936.0,3.141592653589793,3.14159117894773,935.998681944166,0.003356402407681403,5504675.085675133,-1872.0,7.534762657037537,0,1.9999971836413803,0.38196319489148545
1873,0.0005339028296849973,1.0,1.0,936.5002669514148,935.5002669514148,1873.0,936.5,5884.203040173683,2942.1015200868414,936.5,3.141592653589793,3.14159118052194,936.4986826478794,0.00335461041493838,5510557.717918981,-1873.0,7.5352967024440884,0,1.9999971866479005,0.3819631978980056
1874,0.0005336179295624333,1.0,1.0,937.0002668089647,936.0002668089647,1874.0,937.0,5887.344632827272,2943.672316413636,937.0,3.141592653589793,3.1415911820936313,936.9986833508418,0.003352820334674272,5516443.491755481,-1874.0,7.535830462798367,0,1.999997189649609,0.38196320089971403
1875,0.0005333333333333334,1.0,1.0,937.5002666666667,936.5002666666667,1875.0,937.5,5890.486225480862,2945.243112740431,937.5,3.141592653589793,3.1415911836628085,937.4986840530544,0.0033510321638291125,5522332.407184635,-1875.0,7.536363938404511,0,1.999997192646516,0.3819632038966212
1876,0.0005330490405117271,1.0,1.0,938.0002665245203,937.0002665245203,1876.0,938.0,5893.627818134451,2946.8139090672257,938.0,3.141592653589793,3.141591185229477,937.9986847545183,0.0033492458993494597,5528224.464206442,-1876.0,7.53689712956617,0,1.9999971956386318,0.38196320688873686
1877,0.0005327650506126798,1.0,1.0,938.5002663825253,937.5002663825253,1877.0,938.5,5896.769410788042,2948.384705394021,938.5,3.141592653589793,3.1415911867936424,938.4986854552349,0.0033474615381883783,5534119.662820904,-1877.0,7.537430036586509,0,1.9999971986259666,0.3819632098760717
1878,0.0005324813631522897,1.0,1.0,939.0002662406815,938.0002662406815,1878.0,939.0,5899.911003441632,2949.955501720816,939.0,3.141592653589793,3.1415911883553096,938.9986861552051,0.003345679077305424,5540018.003028018,-1878.0,7.537962659768208,0,1.9999972016085306,0.38196321285863566
1879,0.0005321979776476849,1.0,1.0,939.5002660989888,938.5002660989888,1879.0,939.5,5903.052596095221,2951.5262980476105,939.5,3.141592653589793,3.1415911899144837,939.4986868544303,0.0033438985136666237,5545919.484827788,-1879.0,7.538494999413465,0,1.9999972045863337,0.3819632158364388
1880,0.0005319148936170213,1.0,1.0,940.0002659574468,939.0002659574468,1880.0,940.0,5906.194188748811,2953.0970943744055,940.0,3.141592653589793,3.141591191471171,939.9986875529117,0.003342119844244461,5551824.108220209,-1880.0,7.539027055823995,0,1.9999972075593866,0.3819632188094917
1881,0.000531632110579479,1.0,1.0,940.5002658160553,939.5002658160553,1881.0,940.5,5909.335781402401,2954.6678907012006,940.5,3.141592653589793,3.1415911930253757,940.4986882506504,0.0033403430660178556,5557731.873205285,-1881.0,7.53955882930103,0,1.9999972105276989,0.38196322177780395
1882,0.0005313496280552603,1.0,1.0,941.000265674814,940.000265674814,1882.0,941.0,5912.47737405599,2956.238687027995,941.0,3.141592653589793,3.1415911945771042,940.9986889476476,0.00333856817597215,5563642.779783014,-1882.0,7.540090320145325,0,1.9999972134912807,0.3819632247413858
1883,0.0005310674455655868,1.0,1.0,941.5002655337228,940.5002655337228,1883.0,941.5,5915.6189667095805,2957.8094833547902,941.5,3.141592653589793,3.1415911961263605,941.4986896439045,0.00333679517109909,5569556.827953396,-1883.0,7.5406215286571525,0,1.9999972164501423,0.3819632277002474
1884,0.0005307855626326964,1.0,1.0,942.0002653927813,941.0002653927813,1884.0,942.0,5918.760559363171,2959.3802796815853,942.0,3.141592653589793,3.1415911976731508,941.9986903394222,0.003335024048396808,5575474.017716433,-1884.0,7.5411524551363085,0,1.9999972194042934,0.3819632306543985
1885,0.0005305039787798408,1.0,1.0,942.5002652519894,941.5002652519894,1885.0,942.5,5921.90215201676,2960.95107600838,942.5,3.141592653589793,3.14159119921748,942.498691034202,0.003333254804869807,5581394.349072123,-1885.0,7.541683099882111,0,1.9999972223537443,0.38196323360384943
1886,0.0005302226935312832,1.0,1.0,943.0002651113467,942.0002651113467,1886.0,943.0,5925.04374467035,2962.521872335175,943.0,3.141592653589793,3.1415912007593536,942.9986917282451,0.003331487437528943,5587317.822020466,-1886.0,7.542213463193403,0,1.999997225298505,0.3819632365486101
1887,0.0005299417064122947,1.0,1.0,943.5002649708532,942.5002649708532,1887.0,943.5,5928.185337323939,2964.0926686619696,943.5,3.141592653589793,3.141591202298776,943.4986924215525,0.003329721943391408,5593244.436561463,-1887.0,7.54274354536855,0,1.9999972282385852,0.38196323948869026
1888,0.0005296610169491525,1.0,1.0,944.0002648305085,943.0002648305085,1888.0,944.0,5931.326929977529,2965.6634649887646,944.0,3.141592653589793,3.1415912038357527,943.9986931141256,0.003327958319480713,5599174.192695115,-1888.0,7.543273346705446,0,1.9999972311739949,0.38196324242409996
1889,0.0005293806246691371,1.0,1.0,944.5002646903123,943.5002646903123,1889.0,944.5,5934.468522631119,2967.2342613155597,944.5,3.141592653589793,3.14159120537029,944.4986938059653,0.0033261965628266733,5605107.090421419,-1889.0,7.543802867501509,0,1.9999972341047438,0.38196324535484893
1890,0.0005291005291005291,1.0,1.0,945.0002645502645,944.0002645502645,1890.0,945.0,5937.610115284709,2968.8050576423543,945.0,3.141592653589793,3.1415912069023917,944.9986944970728,0.0033244366704653894,5611043.129740377,-1890.0,7.5443321080536885,0,1.999997237030842,0.3819632482809472
1891,0.0005288207297726071,1.0,1.0,945.5002644103649,944.5002644103649,1891.0,945.5,5940.751707938299,2970.3758539691494,945.5,3.141592653589793,3.1415912084320636,945.4986951874496,0.003322678639439231,5616982.310651989,-1891.0,7.544861068658458,0,1.9999972399522996,0.3819632512024047
1892,0.0005285412262156448,1.0,1.0,946.0002642706131,945.0002642706131,1892.0,946.0,5943.893300591889,2971.9466502959444,946.0,3.141592653589793,3.1415912099593104,945.9986958770966,0.0033209224667968213,5622924.633156253,-1892.0,7.545389749611823,0,1.999997242869126,0.38196325411923104
1893,0.0005282620179609086,1.0,1.0,946.500264131009,945.500264131009,1893.0,946.5,5947.034893245478,2973.517446622739,946.5,3.141592653589793,3.141591211484138,946.4986965660148,0.0033191681495930198,5628870.097253172,-1893.0,7.545918151209323,0,1.9999972457813309,0.38196325703143597
1894,0.0005279831045406547,1.0,1.0,947.0002639915523,946.0002639915523,1894.0,947.0,5950.176485899068,2975.088242949534,947.0,3.141592653589793,3.14159121300655,946.9986972542056,0.003317415684888905,5634818.702942744,-1894.0,7.546446273746024,0,1.9999972486889241,0.38196325993902924
1895,0.0005277044854881266,1.0,1.0,947.5002638522427,946.5002638522427,1895.0,947.5,5953.318078552658,2976.659039276329,947.5,3.141592653589793,3.141591214526554,947.4986979416701,0.0033156650697517605,5640770.4502249705,-1895.0,7.546974117516527,0,1.9999972515919158,0.38196326284202087
1896,0.0005274261603375527,1.0,1.0,948.0002637130801,947.0002637130801,1896.0,948.0,5956.459671206248,2978.229835603124,948.0,3.141592653589793,3.1415912160441524,947.9986986284094,0.003313916301255056,5646725.33909985,-1896.0,7.547501682814967,0,1.9999972544903153,0.3819632657404204
1897,0.0005271481286241434,1.0,1.0,948.5002635740643,947.5002635740643,1897.0,948.5,5959.601263859838,2979.800631929919,948.5,3.141592653589793,3.1415912175593514,948.4986993144247,0.0033121693764784324,5652683.369567383,-1897.0,7.5480289699350145,0,1.9999972573841323,0.38196326863423735
1898,0.0005268703898840885,1.0,1.0,949.0002634351949,948.0002634351949,1898.0,949.0,5962.742856513427,2981.3714282567134,949.0,3.141592653589793,3.1415912190721564,948.9986999997171,0.003310424292507685,5658644.541627569,-1898.0,7.5485559791698735,0,1.9999972602733764,0.38196327152348153
1899,0.000526592943654555,1.0,1.0,949.5002632964719,948.5002632964719,1899.0,949.5,5965.884449167017,2982.9422245835085,949.5,3.141592653589793,3.1415912205825722,949.4987006842878,0.003308681046434748,5664608.85528041,-1899.0,7.549082710812286,0,1.9999972631580574,0.38196327440816247
1900,0.0005263157894736842,1.0,1.0,950.0002631578948,949.0002631578948,1900.0,950.0,5969.026041820607,2984.5130209103036,950.0,3.141592653589793,3.1415912220906037,949.9987013681377,0.003306939635357677,5670576.3105259035,-1900.0,7.549609165154532,0,1.9999972660381848,0.38196327728828994
1901,0.0005260389268805891,1.0,1.0,950.5002630194634,949.5002630194634,1901.0,950.5,5972.167634474196,2986.083817237098,950.5,3.141592653589793,3.141591223596256,950.4987020512684,0.0033052000563806344,5676546.907364051,-1901.0,7.550135342488429,0,1.9999972689137684,0.3819632801638735
1902,0.0005257623554153522,1.0,1.0,951.0002628811777,950.0002628811777,1902.0,951.0,5975.3092271277865,2987.6546135638932,951.0,3.141592653589793,3.141591225099534,950.9987027336807,0.003303462306613873,5682520.645794852,-1902.0,7.550661243105336,0,1.9999972717848176,0.38196328303492266
